Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition
1243.0,85.0,85.0,10625.0,7.0,6.0,1974.0,1974.0,81.0,885.0,168.0,0.0,1053.0,1173.0,0.0,0.0,1173.0,1.0,0.0,2.0,0.0,3.0,1.0,6.0,2.0,1974.0,2.0,528.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,1.0,2010.0,170000.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,Gd,TA,Gd,GLQ,LwQ,GasA,TA,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD,Family
1244.0,20.0,107.0,13891.0,10.0,5.0,2006.0,2006.0,103.68526170798899,1386.0,0.0,690.0,2076.0,2076.0,0.0,0.0,2076.0,1.0,0.0,2.0,1.0,2.0,1.0,7.0,1.0,2006.0,3.0,850.0,216.0,229.0,0.0,0.0,0.0,0.0,0.0,9.0,2006.0,465000.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Ex,TA,PConc,Ex,Gd,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,New,Partial
1245.0,70.0,70.04995836802665,11435.0,8.0,7.0,1929.0,1950.0,0.0,0.0,0.0,792.0,792.0,792.0,725.0,0.0,1517.0,0.0,0.0,1.0,0.0,3.0,1.0,7.0,2.0,1931.0,2.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,230000.0,RL,Pave,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,BrkFace,Stucco,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Fa,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y,WD,Normal
1246.0,80.0,78.0,12090.0,6.0,7.0,1984.0,2003.0,74.0,0.0,0.0,585.0,585.0,1140.0,728.0,0.0,1868.0,0.0,0.0,3.0,1.0,3.0,1.0,7.0,1.0,1984.0,2.0,477.0,268.0,112.0,0.0,0.0,147.0,0.0,0.0,1.0,2007.0,178000.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,VinylSd,VinylSd,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,BuiltIn,Fin,TA,TA,Y,WD,Abnorml
1247.0,60.0,65.0,8125.0,7.0,5.0,2005.0,2006.0,0.0,0.0,0.0,756.0,756.0,756.0,797.0,0.0,1553.0,0.0,0.0,2.0,1.0,3.0,1.0,6.0,0.0,2005.0,2.0,615.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,3.0,2006.0,186500.0,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,New,Partial
1248.0,80.0,70.04995836802665,12328.0,6.0,5.0,1976.0,1976.0,335.0,539.0,0.0,473.0,1012.0,1034.0,0.0,0.0,1034.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1976.0,3.0,888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,169900.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,WD,Normal
1249.0,75.0,60.0,9600.0,6.0,5.0,1917.0,1950.0,0.0,319.0,0.0,416.0,735.0,1134.0,924.0,0.0,2058.0,0.0,0.0,1.0,1.0,3.0,1.0,8.0,1.0,1950.0,2.0,396.0,0.0,0.0,259.0,0.0,0.0,0.0,0.0,4.0,2008.0,129500.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,AsbShng,AsbShng,TA,TA,BrkTil,Gd,TA,No,Rec,Unf,OthW,Fa,N,SBrkr,TA,Typ,Gd,Detchd,Unf,Fa,Fa,P,WD,Normal
1250.0,20.0,60.0,7200.0,5.0,7.0,1950.0,1950.0,0.0,534.0,96.0,246.0,876.0,988.0,0.0,0.0,988.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1950.0,1.0,276.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,5.0,2007.0,119000.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,No,BLQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,WD,Normal
1251.0,20.0,93.0,11160.0,7.0,5.0,1968.0,1968.0,0.0,1065.0,0.0,1045.0,2110.0,2110.0,0.0,0.0,2110.0,1.0,0.0,2.0,1.0,3.0,1.0,8.0,2.0,1968.0,2.0,522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,244000.0,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,Gd,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,TA,Attchd,Fin,TA,TA,Y,WD,Normal
1252.0,120.0,70.04995836802665,3136.0,7.0,5.0,2003.0,2003.0,163.0,0.0,0.0,1405.0,1405.0,1405.0,0.0,0.0,1405.0,0.0,0.0,2.0,0.0,2.0,1.0,6.0,1.0,2003.0,2.0,478.0,148.0,36.0,0.0,0.0,0.0,0.0,0.0,3.0,2006.0,171750.0,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,Wd Shng,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD,Normal
1253.0,20.0,62.0,9858.0,5.0,6.0,1968.0,1968.0,0.0,510.0,0.0,354.0,864.0,874.0,0.0,0.0,874.0,1.0,0.0,1.0,0.0,3.0,1.0,5.0,0.0,1968.0,1.0,288.0,33.0,0.0,0.0,0.0,0.0,0.0,600.0,11.0,2009.0,130000.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,WD,Normal
1254.0,60.0,70.04995836802665,17542.0,7.0,7.0,1974.0,2003.0,0.0,125.0,1031.0,36.0,1192.0,1516.0,651.0,0.0,2167.0,1.0,0.0,2.0,1.0,3.0,1.0,9.0,2.0,1974.0,2.0,518.0,220.0,47.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,294000.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,CBlock,TA,TA,Gd,LwQ,ALQ,GasA,TA,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD,Normal
1255.0,60.0,60.0,6931.0,7.0,5.0,2003.0,2004.0,92.0,0.0,0.0,746.0,746.0,760.0,896.0,0.0,1656.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,2003.0,2.0,397.0,178.0,128.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,165400.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,WD,Normal
1256.0,50.0,52.0,6240.0,6.0,6.0,1931.0,1950.0,0.0,425.0,0.0,459.0,884.0,959.0,408.0,0.0,1367.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,1.0,1978.0,1.0,560.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,11.0,2007.0,127500.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,Fa,No,LwQ,Unf,GasA,TA,Y,FuseA,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,WD,Normal
1257.0,20.0,91.0,14303.0,8.0,5.0,1994.0,1994.0,554.0,1314.0,0.0,672.0,1986.0,1987.0,0.0,0.0,1987.0,1.0,0.0,2.0,0.0,2.0,1.0,7.0,1.0,1994.0,2.0,691.0,262.0,36.0,0.0,0.0,0.0,0.0,0.0,8.0,2008.0,301500.0,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,WD,Normal
1258.0,30.0,56.0,4060.0,5.0,8.0,1922.0,1950.0,0.0,0.0,0.0,864.0,864.0,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1978.5061638868744,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,99900.0,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,Fa,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,WD,Normal
1259.0,80.0,59.0,9587.0,7.0,5.0,2005.0,2005.0,182.0,655.0,0.0,201.0,856.0,1166.0,0.0,0.0,1166.0,1.0,0.0,2.0,0.0,2.0,1.0,5.0,0.0,2005.0,2.0,400.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,190000.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,WD,Normal
1260.0,20.0,65.0,9750.0,6.0,8.0,1969.0,1969.0,0.0,602.0,438.0,14.0,1054.0,1054.0,0.0,0.0,1054.0,1.0,0.0,1.0,1.0,3.0,1.0,6.0,0.0,1969.0,2.0,460.0,180.0,0.0,0.0,0.0,80.0,0.0,0.0,7.0,2008.0,151000.0,RL,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,Gd,TA,No,ALQ,LwQ,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,WD,Normal
1261.0,60.0,70.04995836802665,24682.0,6.0,5.0,1999.0,1999.0,0.0,0.0,0.0,841.0,841.0,892.0,783.0,0.0,1675.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,1999.0,2.0,502.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,181000.0,RL,Pave,IR3,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,BuiltIn,Fin,TA,TA,Y,WD,Normal
1262.0,20.0,80.0,9600.0,5.0,6.0,1956.0,1956.0,0.0,504.0,0.0,546.0,1050.0,1050.0,0.0,0.0,1050.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1956.0,1.0,338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,128900.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,WD,Normal
1263.0,50.0,70.04995836802665,11250.0,4.0,5.0,1957.0,1989.0,0.0,0.0,0.0,1104.0,1104.0,1104.0,684.0,0.0,1788.0,1.0,0.0,1.0,0.0,5.0,1.0,8.0,2.0,1957.0,1.0,304.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2009.0,161500.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,Av,Unf,Unf,GasA,Ex,Y,FuseA,TA,Min2,TA,Attchd,Unf,TA,TA,Y,WD,Normal
1264.0,70.0,60.0,13515.0,6.0,6.0,1919.0,1950.0,0.0,0.0,0.0,764.0,764.0,1060.0,764.0,0.0,1824.0,0.0,0.0,1.0,0.0,3.0,1.0,8.0,1.0,1940.0,2.0,520.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,7.0,2007.0,180500.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,Gambrel,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,TA,Typ,Gd,Detchd,Unf,TA,TA,N,WD,Normal
1265.0,120.0,34.0,4060.0,6.0,5.0,1998.0,1999.0,0.0,266.0,0.0,1139.0,1405.0,1337.0,0.0,0.0,1337.0,1.0,0.0,2.0,0.0,2.0,1.0,5.0,0.0,1998.0,2.0,511.0,144.0,68.0,0.0,0.0,0.0,0.0,0.0,8.0,2008.0,181000.0,RH,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,COD,Abnorml
1266.0,160.0,35.0,3735.0,7.0,5.0,1999.0,1999.0,218.0,450.0,0.0,241.0,691.0,713.0,739.0,0.0,1452.0,1.0,0.0,2.0,1.0,3.0,1.0,6.0,0.0,1999.0,2.0,506.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,3.0,2006.0,183900.0,FV,Pave,Reg,Lvl,AllPub,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Hip,CompShg,MetalSd,MetalSd,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y,WD,Normal
1267.0,190.0,60.0,10120.0,7.0,4.0,1910.0,1950.0,0.0,0.0,0.0,925.0,925.0,964.0,925.0,0.0,1889.0,0.0,0.0,1.0,1.0,4.0,2.0,9.0,1.0,1960.0,1.0,308.0,0.0,0.0,264.0,0.0,0.0,0.0,0.0,1.0,2007.0,122000.0,RM,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,Hip,CompShg,Wd Sdng,Wd Sdng,Fa,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,N,FuseF,TA,Typ,Gd,Detchd,Unf,TA,TA,N,WD,Normal
1268.0,20.0,89.0,13214.0,9.0,5.0,2008.0,2009.0,0.0,0.0,0.0,2002.0,2002.0,2018.0,0.0,0.0,2018.0,0.0,0.0,2.0,0.0,3.0,1.0,10.0,1.0,2009.0,3.0,746.0,144.0,76.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,378500.0,RL,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,Stucco,CmentBd,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,WD,Normal
1269.0,50.0,70.04995836802665,14100.0,8.0,9.0,1935.0,1997.0,632.0,192.0,0.0,536.0,728.0,1968.0,1479.0,0.0,3447.0,0.0,0.0,3.0,1.0,4.0,1.0,11.0,2.0,1982.0,3.0,1014.0,314.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,2008.0,381000.0,RL,Pave,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Stucco,Stucco,TA,Gd,CBlock,TA,TA,Mn,Rec,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Unf,TA,TA,Y,WD,Normal
1270.0,50.0,78.0,11344.0,5.0,5.0,1958.0,1958.0,180.0,460.0,0.0,414.0,874.0,874.0,650.0,0.0,1524.0,0.0,0.0,1.0,1.0,3.0,1.0,7.0,0.0,1958.0,1.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,144000.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasW,TA,Y,FuseA,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,WD,Normal
1271.0,40.0,70.04995836802665,23595.0,7.0,6.0,1979.0,1979.0,0.0,1258.0,0.0,74.0,1332.0,1332.0,192.0,0.0,1524.0,2.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,1979.0,2.0,586.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,260000.0,RL,Pave,Reg,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,Shed,WdShake,Plywood,Plywood,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,WD,Normal
1272.0,20.0,70.04995836802665,9156.0,6.0,7.0,1968.0,1968.0,0.0,0.0,0.0,1489.0,1489.0,1489.0,0.0,0.0,1489.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,1.0,1968.0,2.0,462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2009.0,185750.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD,Normal
1273.0,20.0,70.04995836802665,13526.0,5.0,6.0,1965.0,1965.0,114.0,560.0,375.0,0.0,935.0,935.0,0.0,0.0,935.0,1.0,0.0,1.0,0.0,3.0,1.0,5.0,0.0,1965.0,1.0,288.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2006.0,137000.0,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,Plywood,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,WD,Normal
1274.0,80.0,124.0,11512.0,6.0,7.0,1959.0,2006.0,84.0,719.0,0.0,300.0,1019.0,1357.0,0.0,0.0,1357.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,1.0,1959.0,1.0,312.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,5.0,2008.0,177000.0,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,Gd,Y,SBrkr,Ex,Typ,Gd,Basment,RFn,TA,TA,Y,WD,Normal
1275.0,50.0,53.0,5362.0,5.0,6.0,1910.0,2003.0,0.0,0.0,0.0,661.0,661.0,661.0,589.0,0.0,1250.0,0.0,0.0,2.0,0.0,3.0,1.0,8.0,1.0,1985.0,2.0,552.0,242.0,0.0,81.0,0.0,0.0,0.0,0.0,11.0,2007.0,139000.0,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Shng,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,WD,Normal
1276.0,90.0,95.0,11345.0,5.0,5.0,1948.0,1950.0,567.0,220.0,0.0,708.0,928.0,928.0,992.0,0.0,1920.0,0.0,0.0,2.0,0.0,4.0,2.0,10.0,0.0,1948.0,2.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,137000.0,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,Gable,Roll,AsbShng,AsbShng,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,FuseA,TA,Typ,Gd,Detchd,Unf,TA,Fa,Y,WD,Normal
1277.0,60.0,70.04995836802665,12936.0,6.0,6.0,1972.0,1972.0,0.0,593.0,0.0,130.0,723.0,735.0,660.0,0.0,1395.0,0.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,1972.0,2.0,497.0,294.0,116.0,0.0,0.0,0.0,0.0,0.0,12.0,2009.0,162000.0,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,TA,Gd,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,WD,Normal
1278.0,80.0,70.04995836802665,17871.0,6.0,5.0,1967.0,1976.0,359.0,528.0,0.0,1152.0,1680.0,1724.0,0.0,0.0,1724.0,1.0,0.0,1.0,1.0,3.0,1.0,7.0,1.0,1967.0,2.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,197900.0,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,Gd,TA,Av,ALQ,Unf,GasA,Fa,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,WD,Normal
1279.0,60.0,75.0,9473.0,8.0,5.0,2002.0,2002.0,103.68526170798899,804.0,0.0,324.0,1128.0,1128.0,903.0,0.0,2031.0,1.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,2002.0,2.0,577.0,0.0,211.0,0.0,0.0,0.0,0.0,0.0,3.0,2008.0,237000.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD,Normal
1280.0,50.0,60.0,7500.0,4.0,4.0,1920.0,1950.0,0.0,0.0,0.0,698.0,698.0,698.0,430.0,0.0,1128.0,0.0,0.0,1.0,0.0,2.0,1.0,6.0,0.0,1980.0,2.0,528.0,30.0,0.0,164.0,0.0,0.0,0.0,0.0,4.0,2010.0,68400.0,C (all),Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,FuseA,TA,Typ,Gd,Detchd,RFn,TA,TA,Y,COD,Abnorml
1281.0,20.0,67.0,9808.0,7.0,5.0,2002.0,2002.0,110.0,788.0,0.0,785.0,1573.0,1573.0,0.0,0.0,1573.0,1.0,0.0,2.0,0.0,3.0,1.0,6.0,0.0,2002.0,2.0,544.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,3.0,2009.0,227000.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD,Normal
1282.0,20.0,50.0,8049.0,7.0,5.0,1990.0,1990.0,54.0,1053.0,0.0,256.0,1309.0,1339.0,0.0,0.0,1339.0,1.0,0.0,2.0,0.0,2.0,1.0,6.0,1.0,1990.0,2.0,484.0,0.0,58.0,0.0,0.0,90.0,0.0,0.0,7.0,2006.0,180000.0,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Fin,Gd,Gd,Y,WD,Normal
1283.0,20.0,61.0,8800.0,5.0,7.0,1977.0,2008.0,0.0,532.0,144.0,364.0,1040.0,1040.0,0.0,0.0,1040.0,0.0,0.0,2.0,0.0,3.0,1.0,5.0,0.0,1977.0,2.0,484.0,0.0,0.0,0.0,0.0,288.0,0.0,0.0,9.0,2009.0,150500.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,Gd,TA,Mn,LwQ,Rec,GasA,TA,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y,WD,Normal
1284.0,90.0,94.0,9400.0,6.0,5.0,1971.0,1971.0,0.0,0.0,0.0,912.0,912.0,912.0,912.0,0.0,1824.0,0.0,0.0,2.0,2.0,4.0,2.0,8.0,0.0,1978.5061638868744,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,139000.0,RL,Pave,Reg,Low,AllPub,Corner,Gtl,Mitchel,Norm,Norm,Duplex,2Story,Mansard,CompShg,MetalSd,Wd Shng,TA,TA,CBlock,TA,TA,Av,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,WD,Normal
